LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
50000,1,3,1,24,0,0,2,0,0,0,29341,27139,13295,14126,12185,8419,1806,1000,1112,366,503,500,0
90000,2,3,1,37,0,0,0,0,0,0,62460,63354,64528,65815,67350,68605,2500,2300,2281,2519,2451,2300,0
250000,2,1,2,42,-1,-1,0,0,0,0,30471,39968,98808,78366,10668,390,39968,89000,10668,0,0,540,0
1e+05,2,1,2,30,-1,2,0,0,-1,-1,14729,5691,11440,7470,44097,56328,0,6000,0,44097,15000,0,0
150000,1,2,1,45,2,3,3,2,0,0,152180,157719,155368,123906,128597,105967,9500,2000,0,8000,9000,15000,0
240000,1,1,1,36,-1,-1,-2,-1,-1,-1,229,-167,-563,254,-142,344,0,0,1213,0,1032,0,0
50000,1,2,1,38,0,0,0,0,0,0,49695,49848,49557,49233,49068,48542,2200,2100,2000,2000,1700,1900,1
260000,2,2,2,35,0,0,0,0,0,0,131211,132175,133289,134642,137065,108328,4001,4215,4101,4000,3300,3300,0
250000,2,1,2,32,0,0,0,0,0,0,26465,30762,32833,34055,34321,23166,5000,3000,2500,1000,3050,4000,0
2e+05,2,1,2,28,-1,-1,-1,-1,-1,-1,18134,18410,1213,9095,18393,612,18410,1297,9113,18393,612,54856,0
110000,1,1,1,48,0,0,0,0,0,0,73472,75431,76296,77260,72907,63104,3139,2529,2348,2308,2180,1687,0
120000,2,3,1,58,1,2,2,2,2,2,79400,81490,83496,84333,85444,87323,4000,3900,3100,3400,3400,3400,1
20000,1,1,2,29,0,0,0,0,0,0,22819,19296,20183,20036,19965,20061,1700,2000,1600,1000,1500,1000,0
150000,2,2,1,28,0,0,0,0,0,0,97069,100743,103528,105623,106583,108909,5300,5300,5300,4200,4200,4200,0
20000,1,2,1,55,0,0,0,0,0,0,16734,17748,18384,18976,18955,18983,1300,1314,1296,665,710,693,1
130000,1,1,2,26,0,-1,0,0,0,0,4417,93163,90056,69832,46645,11869,105072,5000,3000,12000,10000,3500,0
210000,1,3,1,39,-2,-2,-2,-2,-2,-2,13024,726,-632,-632,-632,-632,726,632,0,0,0,0,0
5e+05,1,1,2,35,-1,0,-1,-1,-1,0,172041,70011,12976,34469,27425,28506,58761,13976,34828,28289,18175,17500,0
290000,2,1,1,38,1,-1,0,0,0,-1,0,7023,9680,7860,7860,8142,7023,5000,3000,0,8142,0,0
90000,2,3,1,25,0,0,0,0,0,0,25806,16919,17566,8718,6432,2655,1619,1266,1048,1032,1655,0,0
180000,2,3,1,36,-2,-2,-2,-1,-1,-1,11540,633,606,20972,940,1383,633,606,20999,940,1383,0,0
320000,1,2,2,32,0,0,0,0,0,0,21460,23412,25331,25741,26800,28817,3000,3000,1500,2000,3000,2000,0
20000,1,2,2,25,0,0,0,0,0,-1,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,0
170000,1,1,1,35,0,0,0,0,0,2,136460,139216,143695,145550,154113,151786,4800,6500,5500,10774,0,5500,0
230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,0,2809,4595,792,3404,0,2809,4606,792,3404,0,0
30000,1,3,2,46,3,2,0,0,0,0,13784,13277,13984,14350,14650,15156,0,1234,600,532,750,825,1
180000,1,1,2,27,-1,-1,-1,-1,-1,-1,2658,2014,536,1123,536,536,2014,536,1123,536,536,629,1
120000,2,2,1,51,-1,-1,0,0,0,0,4777,60332,60702,58677,51549,46552,62462,2299,1919,1838,2200,90000,0
360000,2,1,1,51,-2,-2,-2,-2,-2,-2,1495,1117,7062,-3,1178,-2,1120,7065,0,1181,0,1758,0
210000,2,2,3,52,-1,-1,-1,-1,0,0,815,815,815,910,58095,37684,815,815,910,58000,1500,2000,0
80000,2,2,2,25,-1,-1,-1,-1,-1,-1,3002,1921,13454,1807,3560,3337,1921,13454,1807,3560,3337,6240,0
30000,1,5,1,56,0,0,0,-1,-1,-1,29060,23546,0,1473,780,0,1030,0,1473,780,0,1320,0
60000,2,2,2,44,0,0,0,0,0,0,43221,41539,40356,39672,39863,40319,2021,1918,1390,1576,1647,1516,0
280000,2,2,2,37,0,0,0,0,0,0,213581,197238,193638,161264,148863,155006,9000,10000,8000,5500,8500,5500,0
140000,2,2,2,26,0,0,0,0,0,0,54868,56983,59152,67288,71674,31374,3000,4000,9500,5000,2000,1400,0
20000,2,2,2,44,0,0,0,-1,-1,-1,7678,10475,-10,190,6160,402,3347,0,200,7018,6073,15000,0
210000,2,2,2,41,-2,-2,-2,-2,-2,-2,0,0,769,771,0,695,0,769,771,0,695,1892,0
50000,1,2,2,30,0,0,0,0,0,0,50995,50882,32777,32081,29598,29648,2500,1500,1226,1059,2000,1138,0
90000,2,1,1,44,-1,-1,-2,-2,-2,-2,539,0,0,0,0,0,0,0,0,0,0,0,0
3e+05,1,1,1,54,-1,-1,-1,-1,-1,-1,206,555,0,718,468,366,555,0,718,468,366,0,1
250000,2,2,1,39,-1,-1,-1,-1,-1,-1,8040,8099,45964,6496,11108,3321,8099,46224,6496,11108,3321,7154,0
260000,2,1,2,31,0,0,0,0,0,0,69343,70585,71430,73837,73271,74266,4000,4000,4007,13990,2056,2623,0
20000,1,2,2,24,1,3,2,2,3,2,7719,7455,7187,8367,7945,7669,0,0,1300,0,0,1000,0
60000,1,2,2,24,0,0,-1,0,0,-1,54809,-827,1188,792,0,27248,0,2188,0,0,27248,1000,0
180000,1,3,1,36,-1,-1,-1,-1,-1,-1,1321,590,584,1196,3040,8009,590,584,1202,3049,8009,7820,0
160000,1,3,2,28,2,2,2,2,2,0,152626,156752,152858,161801,114389,89684,8100,0,14025,0,5300,500,1
20000,1,2,1,40,0,0,0,0,0,0,14353,16580,16730,17930,18267,18604,3000,1800,2000,1000,1000,1000,0
50000,2,2,1,45,0,0,0,0,0,0,46188,14082,15021,7696,7872,8028,1261,1200,300,300,287,297,0
50000,1,3,1,34,0,0,0,0,0,0,6808,6198,22456,19776,9433,7487,1318,19776,1096,572,645,0,0
310000,2,1,2,35,0,0,0,0,0,0,308105,303679,278488,256962,262381,278117,13088,9834,9500,9700,20200,11000,1
2e+05,2,1,2,29,-1,0,-1,-1,0,0,5612,28352,6282,5906,8787,14988,25004,6282,5911,6000,10000,20000,0
270000,2,2,1,56,0,0,0,0,0,0,137807,123769,104377,106651,109294,101151,5000,5000,3953,4500,4000,3900,0
360000,1,3,1,56,-1,-1,-1,-1,-1,-1,22000,7746,1198,2087,1026,1026,7772,1198,2097,1026,1026,1019,0
180000,1,2,1,36,2,2,2,2,2,2,114140,115764,117426,119000,120528,123451,5000,5000,5000,5000,5000,0,1
1e+05,2,3,1,26,0,0,0,0,0,0,45807,47099,40027,37735,35437,34155,5000,2500,3000,1597,2457,5660,0
30000,2,2,2,26,0,0,0,0,0,0,14923,16277,17003,17420,17790,18993,1600,1300,700,650,1500,0,0
50000,2,1,2,52,0,0,0,-2,-1,-1,3257,4166,0,0,318,0,1000,0,0,318,0,0,0
210000,1,3,2,48,0,0,0,0,-1,-1,85107,83658,73664,38405,38395,5062,33658,30003,1000,38395,5062,13061,0
2e+05,2,1,1,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,2,1,2,29,0,0,0,0,0,0,203896,196219,188608,172722,159826,146891,7282,6486,5712,5647,5386,5000,0
290000,2,2,1,48,-1,-1,-1,-1,-1,-1,31386,31394,1369,15010,3280,0,31401,1369,15010,3280,0,3357,0
50000,2,2,1,45,0,0,0,0,0,0,15240,16252,17678,18658,18784,18779,1574,2000,1290,806,824,697,0
2e+05,2,1,1,43,1,-1,-1,-2,-2,-1,0,601,0,0,0,259,601,0,0,0,259,150,1
260000,2,1,2,28,-2,-2,-2,-2,-2,-2,-28,5735,693,1557,685,11625,5763,703,1564,688,11683,6997,0
50000,1,2,1,58,-1,0,0,0,0,0,60524,61627,56937,51506,45058,37598,2200,2297,1751,1086,3307,1142,0
390000,2,2,2,39,0,0,0,0,0,0,53386,52746,55535,57154,58774,62372,2000,5000,3000,3000,5000,3000,0
5e+05,2,1,2,34,0,0,0,0,0,0,80630,80112,81726,74297,66132,67695,3000,3006,2600,3000,2600,2800,0
140000,2,2,1,37,0,0,0,0,0,0,137545,136820,128445,125049,119402,123055,6206,6100,6330,4400,8700,0,0
150000,2,2,1,43,-2,-2,-2,-2,-2,-2,5446,6671,4839,807,28023,7613,6682,6095,807,28023,7613,4331,0
90000,2,2,2,28,0,0,0,0,0,2,69186,72450,73798,74682,79586,78261,5000,3158,2600,6000,0,19000,0
10000,1,2,2,35,0,0,0,0,0,0,8857,8661,9055,9665,9297,5555,2300,1000,1000,1000,2000,3094,0
50000,1,2,2,27,0,0,0,-2,-2,-2,26380,26439,-200,-200,-200,-200,1000,0,0,0,0,0,0
360000,2,1,2,27,1,-2,-1,-1,-1,-1,0,0,830,0,1271,179,0,830,0,1271,179,1970,0
180000,1,1,1,37,-1,0,0,0,0,0,121915,116093,99267,74324,47642,37957,7416,7038,7000,6000,5000,5000,0
150000,2,2,2,28,2,0,0,0,0,0,89336,90337,84905,86814,73827,60284,4027,4004,5016,5004,3000,5005,1
360000,1,2,1,38,-2,-2,-2,-2,-2,-2,1288,2508,2500,0,0,0,2520,2500,0,0,0,0,0
4e+05,2,2,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,1,2,1,41,0,0,0,0,0,0,226467,231187,231272,228653,225471,224853,10000,10500,10000,9000,8200,9000,0
290000,1,2,1,49,-2,-2,-2,-2,-2,-2,4040,5438,3116,13459,2685,2532,5457,3131,13526,2698,2544,1988,0
180000,2,2,1,27,0,0,0,0,0,0,117703,116372,115445,112938,109306,104106,4171,4200,4000,3789,3959,3300,0
2e+05,1,2,1,32,2,2,2,2,2,0,110419,112518,114247,115896,112545,115565,5400,5000,5000,0,5000,4235,1
2e+05,2,1,1,35,2,0,0,0,0,0,195441,192803,304997,188504,189527,192851,8597,8583,6880,7235,6839,6600,1
180000,1,2,2,26,0,0,0,0,0,0,145574,108617,102711,95652,97661,99656,3907,3600,3415,3542,3616,2000,0
4e+05,2,1,1,32,-2,-2,-2,-2,-2,-1,110,532,2651,0,644,636,587,2651,0,644,636,572,0
2e+05,1,3,1,48,-2,-2,-2,-2,-2,-2,2772,3831,8640,433,14398,3475,4127,8683,436,14595,3516,7651,0
1e+05,2,1,2,32,1,2,0,0,-1,0,7130,6873,8101,8235,34087,34749,0,1500,565,36252,1500,2500,0
20000,1,3,2,32,0,0,2,2,2,0,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,1
140000,1,1,2,30,0,0,-2,-2,-1,-1,5600,0,0,0,5302,10251,0,0,0,5302,5251,0,0
520000,1,1,2,29,0,0,0,0,0,0,464541,388685,280101,184081,108330,89199,15521,10423,7215,4012,3017,3028,0
210000,2,2,2,27,0,0,0,0,0,0,46066,38952,29735,15381,12475,10535,1951,3034,3000,3000,3000,92,0
110000,1,2,1,39,0,0,0,0,0,0,64494,49464,40359,34533,36819,32467,4000,3007,3000,3000,3000,4000,0
230000,1,3,1,30,0,0,0,0,0,0,105105,51584,44005,35161,24985,25176,2068,1894,1466,1018,1136,503,0
60000,2,2,1,28,0,0,0,0,0,0,29701,27243,28227,28393,29149,28819,1463,1447,1393,1200,1000,1283,1
380000,1,3,1,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,3,1,49,1,2,0,0,0,0,36728,35835,32092,32581,33897,34691,36,1833,1322,2000,1358,3446,0
220000,1,1,1,32,-1,2,-1,-1,0,0,528,264,264,292,528,264,0,264,292,500,0,264,0
380000,1,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,2,2,49,1,2,0,0,0,0,47360,45915,46686,47084,14253,15479,0,2200,2000,1000,2000,2000,0
350000,1,2,2,36,0,0,0,0,0,0,15061,23719,36582,40452,15203,20596,10000,16000,6000,314,10000,7000,0
80000,2,2,2,24,0,0,2,2,2,2,70411,75874,76710,74792,79636,77757,6657,2629,0,6000,0,3000,0
140000,2,2,1,45,0,0,0,2,2,2,55444,57549,60971,61374,63243,64554,3000,5000,2000,3000,2500,0,0
50000,2,2,2,24,1,-2,-1,-1,0,0,0,0,51400,11330,12144,12938,0,51400,11330,1000,1000,1519,0
50000,2,2,1,41,0,0,0,0,0,0,22824,22664,5631,5933,6433,6828,1100,1100,1100,600,500,300,0
320000,2,1,2,30,-1,-1,-1,-1,-1,-2,9646,13438,14833,1920,10516,10350,13442,14838,1920,10516,10350,43982,0
410000,2,2,1,50,0,0,0,0,0,0,358896,361330,360396,367893,375268,383121,13000,13100,13500,13500,13900,15000,0
1e+05,2,2,1,25,0,0,0,0,0,0,99203,97294,99377,101577,99453,101879,3485,3654,3900,3729,4200,3702,0
430000,2,2,1,42,2,2,2,2,2,2,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,1
20000,1,2,2,24,-1,-1,-1,-1,-1,-1,780,0,390,390,780,0,0,390,390,780,0,0,0
40000,1,1,2,26,2,0,0,2,2,0,36460,37549,40527,41036,39103,38945,2000,3900,1500,0,1600,1600,1
120000,2,2,2,24,0,0,0,0,0,0,93338,91207,89890,88030,88579,89566,3261,4793,3013,3014,3522,3007,0
40000,2,2,1,36,2,2,2,2,0,0,7129,8850,9733,9375,6003,2435,3147,1172,0,500,1015,1000,1
50000,1,2,2,25,-1,-1,-1,-1,0,0,5814,-73,11427,191,7391,6554,0,11500,191,7200,2000,7000,0
10000,1,2,2,21,0,0,0,0,0,0,7985,8677,9070,8880,9580,9000,1217,1000,200,700,200,0,0
240000,1,1,2,32,-2,-2,-2,-2,-2,-2,3162,3162,3124,3162,3162,3162,3162,3124,3200,3162,3162,3131,0
160000,2,2,2,24,0,0,0,0,0,0,142214,145225,149812,151426,154688,158511,5300,7000,5600,5700,6400,6400,0
50000,2,3,1,52,2,0,0,0,0,0,48970,49366,49803,49830,49539,50418,2100,2128,2079,1896,1803,1954,0
140000,2,3,1,60,0,0,0,0,0,0,137730,137498,137187,136807,136631,136080,4990,4975,4897,5029,4792,4987,1
80000,2,2,1,24,0,0,0,0,0,0,74377,76137,78366,78400,80000,80000,3000,3455,1960,2000,0,0,0
150000,1,2,1,41,0,0,0,0,0,0,140172,141528,141411,143748,147159,151185,5507,4007,5001,5003,6001,5000,0
140000,2,2,1,35,0,0,0,0,0,0,127794,120770,116399,112055,107364,107762,4317,4189,5411,3800,4024,4100,0
170000,2,2,2,26,0,0,0,0,0,0,141476,143850,134502,122186,122506,117121,5113,4514,4376,4432,4142,3455,0
220000,1,1,2,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,2,3,3,41,-2,-2,-2,-2,-2,-2,2795,198,2310,973,406,1317,941,3637,973,406,2228,1923,0
1e+05,2,1,2,25,0,0,0,0,2,0,13201,14671,16120,18588,13272,13549,2000,2000,2786,0,639,700,0
90000,2,3,2,28,0,0,0,0,0,2,86493,86960,87187,86669,90391,87207,4200,4000,3200,6700,0,4000,0
360000,1,2,2,28,-2,-2,-2,-2,-1,0,0,0,0,0,1090,8788,0,0,0,1090,7910,170027,0
80000,2,1,1,36,-1,-1,-2,-2,-2,-1,78780,0,0,0,0,59349,0,0,0,0,59349,0,0
250000,2,2,1,44,0,0,2,2,2,0,6107,8837,8535,10647,10352,12788,3000,0,3000,0,3000,3000,0
260000,2,2,2,28,0,0,0,0,0,0,181121,167875,171913,169495,167944,166881,7013,10051,10026,7039,8057,10213,0
90000,2,1,1,31,1,2,-1,0,0,-1,8318,6111,33212,8978,1782,23173,39,33500,0,0,25000,0,0
180000,1,3,2,27,0,0,0,0,0,0,172511,177587,175867,159053,126688,122947,8008,6528,6500,5000,5000,5000,0
360000,2,1,1,54,1,-2,-2,-1,0,-1,0,0,0,2580,2580,6941,0,0,2580,0,6941,0,0
90000,2,3,1,45,0,0,0,0,0,0,63115,33963,33807,2966,1223,0,1988,1900,59,24,0,0,0
2e+05,2,1,1,49,-1,-1,-2,-2,-2,-2,4739,-61,-61,-61,-61,-61,0,0,0,0,0,0,0
180000,2,3,2,42,0,0,0,0,0,0,102646,82849,78064,73437,108072,49206,5006,5000,5005,42500,3000,2000,0
80000,2,3,2,52,0,0,0,0,0,-1,42635,39508,36060,30470,18306,7432,1623,1740,1200,366,7432,0,0
170000,2,3,1,61,1,-2,-2,-2,-1,-1,0,0,0,0,200,0,0,0,0,200,0,0,0
120000,2,2,1,34,-1,-1,-2,-2,-2,-2,1800,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,3,1,42,0,0,2,2,0,0,18838,22834,23553,22876,23328,24955,4650,1380,0,832,2000,0,0
50000,1,3,2,41,0,0,0,0,0,0,15502,14446,10339,10766,10945,11214,1500,1500,600,500,600,500,0
50000,2,1,2,25,0,0,0,0,0,0,43875,45052,44938,40655,40930,40146,2200,2000,2000,2000,3000,3000,0
220000,2,1,1,33,0,0,0,0,0,0,199040,182158,143895,147039,152384,159631,10032,7000,7500,10000,10000,7000,0
60000,2,6,1,39,-1,-1,-1,-1,-1,-1,183,1419,3541,2248,0,449,1419,3541,2248,0,449,0,0
20000,1,2,2,44,0,0,0,0,0,0,8843,9262,7102,5035,5152,2150,1115,1202,1000,117,246,0,0
50000,2,2,1,26,1,-2,-2,-2,-2,-2,0,-69777,0,0,0,0,0,70000,0,0,0,0,0
110000,2,2,1,29,0,0,0,0,2,0,106302,108590,107414,108887,107145,102075,5500,5224,7641,0,3785,3668,0
280000,1,1,1,34,0,0,0,0,0,0,188698,353481,152132,138990,136778,137641,6337,6000,4974,5041,5215,7000,0
160000,2,2,2,40,1,-1,-1,-1,-1,-1,0,372,-7,3298,455,-325,372,0,3305,455,0,0,0
240000,1,1,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,150,1
320000,1,1,1,44,-1,-1,-1,-1,-1,-1,1329,4526,11906,14202,6956,4839,4526,11911,14425,7063,4839,6271,0
2e+05,2,1,1,35,-1,-1,-1,-1,-1,-1,25663,14224,17560,3300,1920,2731,14224,17560,3300,1920,2731,0,0
1e+05,1,2,1,35,0,0,0,0,0,0,81415,80759,79755,81209,60720,74375,4000,3000,3004,2278,15000,3000,0
2e+05,2,1,1,44,-1,-1,-1,-1,-1,-1,798,4130,6952,827,1426,763,4150,6952,827,1426,763,870,0
70000,2,1,2,28,0,0,0,0,0,0,20335,21699,22460,20345,42123,19852,2000,1500,3000,721,1200,2000,0
270000,1,1,2,34,1,2,0,0,2,0,20979,17228,20924,22448,15490,17343,0,4000,2000,0,2000,2000,0
350000,2,1,2,31,0,0,0,0,0,0,314747,322981,326921,210500,201775,171242,15000,12127,9557,8000,6500,7000,0
60000,1,1,1,46,1,2,0,0,0,0,62063,60513,60398,31194,30343,30427,0,1744,1100,1074,1200,1000,0
230000,2,2,1,45,0,0,0,0,0,0,71149,71922,77500,72851,72860,48758,3000,11261,10000,2100,5000,5000,0
3e+05,2,2,2,25,-2,-2,-2,-2,-2,-2,780,390,334,780,2590,1490,390,334,780,2590,1490,11813,0
350000,2,2,2,33,0,0,0,0,0,0,293303,338272,177483,182381,194678,215024,50070,10000,8000,15036,30050,8110,0
350000,2,5,1,49,1,-2,-2,-2,-2,-2,0,36011,8978,11925,8574,5417,36011,8978,11975,8574,5417,1828,0
220000,2,1,2,40,-1,-1,-1,-1,-1,-1,13654,12312,23031,7229,3942,2132,12312,23031,7234,3942,2132,5809,0
130000,2,1,2,27,1,-1,0,-1,-1,0,0,1386,5275,198,3992,8893,1386,4000,198,3992,5000,40000,0
350000,2,2,2,33,0,0,0,0,0,0,187649,141353,142923,145149,132948,85677,5100,5400,6100,6000,3200,3100,0
80000,1,2,1,23,-2,-2,-2,-2,-2,-2,795,1698,798,-2,748,708,1703,800,0,750,810,1310,0
230000,2,1,2,28,0,0,0,0,0,0,95956,87294,85336,81640,82462,80964,4231,4061,2846,2800,2909,2601,1
80000,1,2,2,27,2,-1,-1,0,0,0,1195,553,1074,35783,35488,36020,700,1074,35000,1300,1400,1300,0
190000,1,2,1,36,0,0,0,0,0,0,79584,83108,82179,80874,81720,87685,7007,2912,2871,3501,8001,3234,0
150000,2,2,2,25,0,0,0,0,0,0,38494,38667,32794,30786,24250,20052,1516,1693,2007,1007,1000,1000,0
290000,2,3,1,48,-1,0,0,-1,-1,-1,284990,274764,225000,16635,15000,47143,10000,25000,16635,15000,47143,2088,0
30000,2,1,2,25,2,2,2,2,2,2,7593,9634,4476,8830,8153,6422,2379,7,7002,13,155,1,0
180000,2,3,2,28,0,0,0,0,0,0,176802,179271,180382,132104,129772,124734,6963,6208,3749,4365,4517,177,0
120000,1,1,2,28,-1,-1,-1,-1,-1,-1,231,6665,880,0,4440,4440,6673,880,0,4440,4440,4440,0
4e+05,1,5,1,30,0,-1,-1,-1,-1,-1,3443,69,188,188,177,2378,69,188,188,177,2400,11320,0
1e+05,2,2,2,24,0,0,0,0,-1,0,101614,99413,102252,89009,79853,80970,10000,17023,8942,86950,33000,7013,0
140000,1,1,2,29,0,0,0,0,0,0,142044,142087,255846,140057,100177,100873,6100,5528,4500,3500,4000,4000,1
30000,2,2,1,33,2,2,0,0,0,0,29498,28718,29761,30203,29803,29803,1,2000,1400,0,0,67,1
90000,2,1,2,42,2,0,0,0,0,0,88346,85975,86302,67592,69518,68228,3500,3500,3000,3000,3000,2800,1
150000,2,1,2,34,-2,-1,2,0,0,-2,0,13206,10227,398,0,0,13206,0,0,0,0,0,0
20000,2,2,1,37,-1,-1,-1,-1,-1,0,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,0
1e+05,2,2,2,23,2,2,2,2,2,2,90680,93267,95189,96332,97560,95885,5000,4300,3600,3700,0,7300,0
60000,2,2,1,42,0,0,0,0,0,0,58264,57923,58987,17350,17937,17298,3200,3000,800,1000,1000,1000,0
270000,1,2,1,35,0,0,0,0,0,0,48465,45898,46765,55438,54285,54198,1737,2000,10000,1461,1492,899,0
450000,2,1,1,39,-1,-1,-1,-1,-1,0,3664,4587,4562,5001,39243,25512,4595,4562,5001,39292,0,62597,0
20000,1,2,2,27,-1,-1,-1,-1,-1,-1,1663,1662,1473,1623,1623,1663,1662,1473,1623,1623,1663,1623,0
160000,2,1,1,47,0,0,0,0,0,0,151400,155658,143564,130860,122188,79360,6960,6882,6307,4730,2874,3052,0
280000,2,2,2,30,-1,-1,-1,-1,-1,-1,3510,-32,4628,2589,3120,4334,0,4660,2601,3135,4354,3027,0
2e+05,1,1,2,31,-1,-1,-1,0,0,-1,3702,25548,10594,7969,2865,5625,25678,10623,25,16,6000,19,1
320000,2,1,1,34,-2,-2,-1,0,0,0,5159,967,14331,16591,9433,398,967,14331,9433,0,0,3090,0
110000,2,2,2,28,0,0,0,0,0,0,105080,107420,107325,108545,105341,106822,5540,5361,4500,4000,4500,4100,0
110000,2,2,2,36,0,0,0,0,0,0,48120,44723,37745,34519,29541,42400,5000,2000,2000,2000,16468,3000,0
340000,2,1,1,56,-1,-1,-1,-1,0,0,5610,5399,12347,8612,5479,0,5399,12353,8619,0,0,0,1
210000,1,2,1,44,-2,-2,-2,-2,-2,-2,245,245,141,-104,-104,-104,245,141,88,0,0,0,0
140000,2,1,2,24,-1,-1,0,0,0,0,13408,97396,92990,93960,96724,91539,97396,4070,3225,4137,3100,2300,0
110000,2,2,2,23,0,0,0,0,0,0,19980,20683,21654,21998,23255,24527,2500,2000,1400,2000,1800,1100,0
180000,2,2,1,62,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,2,1,2,34,1,2,2,2,2,2,24022,24744,24053,25624,25977,25413,1396,0,1967,903,0,1100,1
270000,1,2,2,45,1,-2,-1,-1,-1,-1,0,0,7304,3076,0,16191,0,7304,3076,0,16191,277,0
170000,2,5,2,30,0,0,0,0,0,0,66805,51351,38816,32475,24606,21988,5148,3000,1978,4700,1000,2000,0
30000,1,2,2,34,0,0,0,0,-2,-2,17803,19126,19500,0,0,0,1626,1000,0,0,0,0,0
230000,1,1,1,48,0,0,0,0,0,0,160879,161797,165107,105508,108101,110094,7000,6607,3773,4290,4164,2000,0
330000,2,1,1,58,-2,-2,-2,-2,-2,-2,880,2304,0,440,0,115,2304,0,440,0,115,0,1
60000,1,3,1,57,0,0,0,0,0,0,20865,16590,10816,6956,2489,0,1262,1003,0,1050,0,0,0
230000,2,1,2,27,-1,-1,-1,-1,-1,-1,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,0
5e+05,1,1,2,41,-1,-1,-1,0,0,-1,326,628,6290,11604,24679,8642,628,6290,6000,14000,8642,326,1
90000,1,1,2,27,-1,-1,-1,-1,-1,-1,3382,4983,3396,1457,750,3091,4983,3396,1464,750,3091,5943,0
180000,1,1,2,29,-1,-1,-1,-1,-1,-1,1124,18213,4390,1016,4745,0,18213,4390,1016,4745,0,0,0
180000,1,1,2,29,0,0,0,0,0,2,183887,93962,95955,98354,105327,107500,4000,3500,4000,8600,4000,0,0
2e+05,2,2,1,33,0,0,0,0,0,0,84064,85935,55548,134719,152290,152470,5935,5548,84719,23050,7470,5624,0
240000,2,2,1,56,0,0,0,0,0,2,138785,141894,143270,201082,215709,204302,6500,5000,60000,17464,6516,20002,0
170000,2,2,2,43,0,0,0,0,0,0,136113,137722,139384,141314,139252,139205,7000,7000,7000,5100,5300,5030,0
260000,2,1,1,42,-1,-1,-1,-2,-2,-2,78,984,0,0,0,0,984,0,0,0,0,0,0
350000,2,1,1,55,-1,-1,-1,-1,-1,-1,3518,1931,1630,7461,4124,1261,1935,1630,7461,4124,1261,2798,0
80000,1,3,1,43,0,0,-1,-1,-1,-1,231550,223337,206390,0,1257,33592,5067,12290,0,1257,35238,1145,0
210000,2,2,1,36,0,0,0,0,0,0,13460,14765,14939,15748,16069,13780,1534,1307,1116,437,399,276,0
190000,2,2,2,28,0,0,0,0,0,2,188370,188550,187521,190448,195492,190598,8700,8500,9270,14100,0,7200,0
150000,1,2,1,43,0,0,0,0,0,0,89488,89951,86961,79284,74531,78359,5016,5050,3026,5000,5012,4057,0
30000,2,3,2,23,0,0,2,2,0,0,26280,28952,29482,28712,29311,30065,3420,1300,0,1210,1391,665,0
130000,2,1,2,25,1,2,-1,-1,-1,-1,2576,2356,5978,2750,3641,1735,0,6000,2750,3641,1735,7290,1
4e+05,1,1,2,29,0,-1,0,0,0,0,1123,82556,67823,61918,61884,61911,82694,1939,1720,1712,1766,1907,0
310000,1,1,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,2,1,39,0,0,0,0,0,0,46401,39456,30712,29629,28241,28030,1560,1421,1001,1000,1008,964,0
160000,2,1,2,26,0,0,0,0,0,0,118204,121695,125724,129157,130567,144266,6000,5030,6000,4000,15000,5000,0
180000,2,2,2,36,-1,-1,-1,-1,0,-1,25359,28432,1535,14470,14270,4529,28703,1535,15000,0,5793,36702,0
80000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,416,416,0
1e+05,2,2,1,30,0,0,0,0,0,2,100963,99679,101023,93514,79361,77373,3700,3700,4148,6000,0,3000,1
140000,2,1,2,31,0,0,0,2,2,2,41314,42377,43923,43051,44109,43253,1732,2278,3000,1892,0,1572,0
70000,1,2,1,26,1,2,0,0,0,0,8587,9386,9456,9528,7481,7794,1100,1178,1250,300,400,250,0
