age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
56,unemployed,married,primary,no,767,no,no,cellular,22,apr,32,3,-1,0,unknown,no
40,admin.,married,tertiary,no,-112,yes,no,cellular,30,aug,137,2,-1,0,unknown,no
41,management,single,tertiary,no,10784,no,no,cellular,14,may,612,1,-1,0,unknown,yes
22,student,single,tertiary,no,2871,no,no,cellular,25,nov,251,1,-1,0,unknown,no
25,admin.,single,secondary,no,52,yes,no,unknown,4,may,260,2,-1,0,unknown,no
45,technician,married,secondary,no,125,yes,no,cellular,25,jan,131,2,-1,0,unknown,no
65,management,divorced,tertiary,no,1049,yes,no,unknown,6,jul,92,3,-1,0,unknown,no
44,technician,single,secondary,no,2931,yes,yes,cellular,6,may,130,4,-1,0,unknown,no
34,admin.,single,tertiary,no,894,yes,no,cellular,15,may,283,1,-1,0,unknown,no
44,management,divorced,tertiary,no,131,yes,no,unknown,6,may,357,5,-1,0,unknown,no
42,management,married,tertiary,no,1248,yes,no,cellular,4,jan,233,1,101,2,failure,no
61,retired,divorced,primary,no,5334,no,no,telephone,31,sep,694,2,-1,0,unknown,yes
37,technician,married,primary,no,4289,yes,no,cellular,20,nov,105,2,-1,0,unknown,no
43,technician,married,tertiary,no,795,yes,no,telephone,4,jun,61,1,129,2,failure,no
55,retired,married,primary,no,19269,no,no,telephone,27,jul,84,1,-1,0,unknown,no
54,services,married,secondary,no,562,yes,no,cellular,28,jun,881,1,117,10,failure,no
42,admin.,single,secondary,no,-186,yes,yes,unknown,2,may,228,1,-1,0,unknown,no
33,services,single,secondary,no,260,no,no,unknown,6,aug,50,1,-1,0,unknown,no
36,admin.,married,secondary,no,4933,yes,no,unknown,13,may,80,3,-1,0,unknown,no
76,retired,married,secondary,no,2289,yes,no,telephone,8,may,51,1,-1,0,unknown,yes
23,blue-collar,married,secondary,yes,85,no,no,cellular,10,jul,270,2,-1,0,unknown,no
57,admin.,married,secondary,no,1560,yes,yes,cellular,4,may,185,1,-1,0,unknown,no
39,management,married,tertiary,no,6881,yes,no,cellular,30,jul,0,7,-1,2,failure,no
59,admin.,married,secondary,no,3242,no,no,cellular,5,feb,647,1,181,3,success,yes
53,admin.,divorced,secondary,no,91,yes,no,cellular,27,feb,377,2,125,3,failure,no
43,blue-collar,married,unknown,no,1448,no,no,cellular,29,jan,238,2,-1,0,unknown,no
47,admin.,married,secondary,no,783,no,no,telephone,15,aug,138,5,-1,0,unknown,no
36,admin.,single,secondary,no,-283,yes,no,unknown,19,may,59,1,-1,0,unknown,no
77,retired,married,primary,no,4854,no,no,unknown,13,oct,150,4,-1,0,unknown,yes
28,technician,married,secondary,yes,-161,no,yes,cellular,29,jul,99,4,-1,0,unknown,no
54,services,married,secondary,no,234,no,yes,cellular,21,aug,77,2,-1,0,unknown,no
46,unemployed,divorced,secondary,no,619,no,no,cellular,1,feb,221,1,176,2,other,no
36,unemployed,married,unknown,no,3577,no,no,unknown,28,jul,215,1,-1,0,unknown,yes
38,services,single,tertiary,no,405,yes,no,cellular,6,apr,108,1,-1,0,unknown,no
57,management,divorced,secondary,no,627,yes,no,telephone,4,feb,285,2,179,1,failure,no
61,retired,married,primary,no,8146,no,no,unknown,5,jun,244,2,-1,0,unknown,no
38,unemployed,divorced,tertiary,no,518,yes,yes,cellular,9,jul,190,1,-1,0,unknown,no
54,blue-collar,married,secondary,yes,-157,yes,yes,unknown,28,may,545,1,-1,0,unknown,no
41,blue-collar,married,secondary,yes,-113,yes,yes,cellular,21,may,260,1,-1,0,unknown,no
42,admin.,single,secondary,no,853,yes,yes,cellular,2,jan,327,2,263,2,failure,no
32,admin.,divorced,secondary,no,-46,yes,no,cellular,5,aug,191,7,-1,0,unknown,no
32,admin.,married,secondary,no,-1,yes,yes,cellular,28,may,167,2,269,0,unknown,no
26,admin.,single,secondary,no,1019,yes,no,unknown,15,may,104,2,-1,0,unknown,no
48,admin.,married,secondary,no,60,no,no,telephone,29,feb,84,2,102,1,other,no
55,management,divorced,secondary,no,2109,no,no,cellular,31,sep,362,1,-1,0,unknown,yes
86,retired,married,primary,no,7486,no,no,unknown,28,may,103,2,-1,0,unknown,no
32,admin.,single,secondary,no,243,no,no,unknown,7,jun,238,2,-1,0,unknown,no
32,admin.,single,secondary,no,147,no,no,cellular,8,apr,1013,1,96,6,success,yes
42,retired,divorced,secondary,no,2817,no,yes,unknown,22,oct,250,1,-1,0,unknown,no
29,blue-collar,married,primary,no,808,no,no,cellular,4,jan,392,2,269,2,success,no
28,management,single,tertiary,no,865,no,no,cellular,29,jul,618,1,474,0,success,yes
55,management,married,tertiary,no,1839,no,yes,cellular,31,jul,26,4,-1,0,unknown,no
23,management,single,tertiary,no,1009,no,no,cellular,13,aug,72,2,-1,0,unknown,no
50,technician,married,secondary,no,15,yes,yes,cellular,27,jul,91,4,-1,0,unknown,no
48,management,single,tertiary,no,294,no,no,cellular,4,mar,111,1,0,0,unknown,no
46,management,single,tertiary,no,133,no,no,cellular,15,may,121,2,261,3,success,no
32,technician,single,unknown,no,153,no,yes,unknown,4,may,275,3,-1,0,unknown,no
34,management,single,tertiary,no,316,yes,no,unknown,20,may,98,1,-1,0,unknown,no
54,management,married,tertiary,no,79,yes,no,cellular,12,jan,115,1,-1,3,unknown,no
31,technician,single,unknown,no,666,no,no,cellular,24,aug,186,3,-1,0,unknown,no
60,self-employed,single,tertiary,no,1723,no,no,unknown,13,may,135,5,0,0,unknown,no
55,services,married,secondary,no,4492,yes,no,cellular,8,may,88,4,360,3,failure,no
54,admin.,married,secondary,no,3166,no,no,cellular,21,nov,64,1,-1,0,unknown,no
40,services,single,secondary,no,1418,yes,no,cellular,14,may,180,1,105,3,failure,no
56,management,divorced,secondary,no,2905,no,no,cellular,8,sep,130,1,-1,0,unknown,no
38,admin.,single,secondary,no,264,yes,no,unknown,9,may,79,2,404,5,failure,no
42,management,divorced,tertiary,no,109,yes,no,unknown,30,may,96,18,-1,0,unknown,no
37,admin.,married,secondary,no,5749,yes,yes,cellular,24,may,645,9,-1,0,unknown,no
28,management,single,tertiary,no,8126,no,no,cellular,10,aug,134,1,-1,0,unknown,no
45,services,married,secondary,no,566,yes,no,cellular,8,apr,367,1,-1,1,unknown,no
57,admin.,married,secondary,no,586,yes,yes,cellular,16,jul,124,2,-1,0,unknown,no
56,blue-collar,single,unknown,no,4918,no,no,cellular,9,sep,226,1,-1,0,unknown,yes
29,student,single,tertiary,no,685,no,no,unknown,10,may,312,1,-1,0,unknown,no
43,technician,divorced,secondary,no,1250,yes,no,cellular,29,may,1713,2,-1,0,unknown,no
50,management,married,tertiary,yes,1868,yes,no,cellular,29,jan,87,1,-1,0,unknown,no
58,admin.,single,primary,no,328,no,no,unknown,3,jun,205,5,-1,0,unknown,no
31,blue-collar,married,tertiary,no,1090,yes,no,cellular,22,apr,191,1,-1,0,unknown,no
46,management,divorced,tertiary,no,1985,no,no,cellular,7,may,202,1,482,1,success,yes
55,self-employed,single,tertiary,no,806,no,no,unknown,11,jun,188,2,110,1,failure,no
32,self-employed,single,tertiary,no,561,no,no,cellular,27,aug,127,3,-1,3,failure,no
27,management,single,tertiary,no,1528,yes,no,cellular,30,jan,218,5,98,2,other,no
27,blue-collar,single,primary,no,226,no,no,unknown,15,jun,69,1,-1,0,unknown,no
45,technician,divorced,secondary,no,1193,yes,yes,cellular,7,feb,106,5,467,2,success,no
59,blue-collar,married,secondary,no,2124,no,no,cellular,30,aug,707,2,-1,0,unknown,no
38,self-employed,married,tertiary,no,340,no,yes,cellular,4,aug,102,2,0,0,unknown,no
51,entrepreneur,married,primary,no,5117,yes,no,unknown,8,jun,236,2,-1,0,unknown,no
60,unknown,married,secondary,no,907,no,no,unknown,31,jun,114,5,-1,0,unknown,no
61,blue-collar,married,secondary,no,12273,no,no,unknown,20,jun,57,2,-1,0,unknown,no
27,admin.,single,secondary,no,58,yes,no,cellular,7,may,285,2,-1,0,unknown,no
23,blue-collar,single,primary,no,196,no,no,cellular,14,jun,503,1,-1,0,unknown,yes
66,retired,divorced,secondary,no,2260,no,no,unknown,29,jun,680,3,-1,0,unknown,no
34,blue-collar,married,primary,no,-5,yes,no,cellular,9,may,153,1,-1,0,unknown,no
26,management,single,tertiary,yes,283,no,no,cellular,23,mar,57,1,-1,0,unknown,yes
35,admin.,divorced,secondary,no,660,yes,no,cellular,29,may,277,2,-1,0,unknown,no
58,admin.,married,unknown,no,3389,yes,no,cellular,30,jan,45,1,250,10,other,no
36,management,single,secondary,no,578,yes,no,unknown,21,jun,103,2,-1,0,unknown,no
34,services,married,secondary,yes,-63,yes,yes,cellular,27,may,469,4,-1,0,unknown,no
50,admin.,divorced,secondary,no,2551,no,no,unknown,11,may,120,1,-1,0,unknown,no
27,management,single,primary,no,-26,yes,no,cellular,9,may,603,1,340,6,other,no
22,admin.,single,tertiary,yes,-21,no,no,cellular,17,may,131,2,-1,0,unknown,no
54,management,divorced,unknown,no,2362,no,no,cellular,8,sep,124,2,-1,0,unknown,no
56,entrepreneur,married,primary,no,994,no,no,telephone,15,jul,112,1,-1,0,unknown,no
34,technician,married,secondary,no,2464,yes,no,cellular,11,may,570,1,176,7,failure,yes
27,management,single,tertiary,no,475,no,yes,cellular,22,jul,171,1,188,2,other,no
43,blue-collar,divorced,secondary,no,162,yes,no,unknown,25,may,54,3,-1,0,unknown,no
40,services,married,secondary,no,1782,yes,no,cellular,29,may,203,3,-1,0,unknown,no
25,technician,single,unknown,no,172,no,no,cellular,20,jul,127,2,-1,0,unknown,no
33,blue-collar,married,secondary,yes,-189,yes,no,cellular,6,nov,267,5,-1,0,unknown,no
26,student,single,tertiary,no,1695,yes,no,cellular,29,nov,254,1,175,2,success,no
55,blue-collar,married,secondary,no,424,yes,no,unknown,29,may,436,1,-1,0,unknown,no
50,management,married,primary,no,448,no,no,cellular,20,jun,112,1,-1,0,unknown,no
55,technician,single,secondary,no,117,no,yes,cellular,30,sep,140,5,-1,0,unknown,no
44,services,married,secondary,no,124,no,no,cellular,22,jul,109,1,-1,0,unknown,no
57,housemaid,married,secondary,no,152,no,no,cellular,17,aug,61,1,-1,0,unknown,no
44,management,single,secondary,no,-45,no,yes,cellular,31,jul,116,4,-1,0,unknown,no
30,student,single,secondary,no,22,no,no,cellular,16,may,1117,1,521,4,success,yes
50,technician,single,tertiary,no,577,no,no,cellular,1,apr,35,5,268,2,failure,no
31,management,single,tertiary,no,-12,no,no,cellular,6,feb,232,2,-1,1,failure,no
32,technician,single,tertiary,no,3346,yes,no,cellular,28,jul,105,2,-1,0,unknown,no
27,management,married,tertiary,no,70,yes,no,cellular,29,may,289,1,332,0,unknown,no
55,management,married,secondary,no,2454,yes,no,cellular,12,oct,541,3,-1,0,unknown,no
27,management,single,tertiary,no,-46,no,yes,cellular,30,may,104,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,4148,yes,no,unknown,28,may,141,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,400,yes,no,cellular,15,may,185,2,355,6,failure,no
30,management,married,tertiary,no,1369,no,no,cellular,30,aug,153,4,-1,0,unknown,no
36,student,single,tertiary,no,16,no,no,cellular,6,may,240,2,490,2,failure,yes
69,retired,married,secondary,no,26670,no,no,telephone,9,aug,43,3,-1,0,unknown,no
27,admin.,single,secondary,no,151,no,no,cellular,15,oct,754,2,95,5,other,yes
32,blue-collar,married,secondary,no,146,yes,yes,cellular,31,jul,1369,10,-1,0,unknown,no
38,admin.,single,secondary,no,386,yes,no,cellular,24,may,141,1,270,2,other,no
59,entrepreneur,divorced,secondary,no,94,yes,no,cellular,15,may,37,1,-1,0,unknown,no
33,technician,married,secondary,no,416,yes,no,cellular,4,feb,165,2,179,2,other,no
57,management,married,secondary,no,3593,no,yes,cellular,2,nov,184,1,172,2,failure,no
39,unemployed,single,unknown,no,704,yes,yes,cellular,29,sep,135,1,-1,0,unknown,no
29,admin.,single,primary,no,1352,no,no,cellular,17,apr,48,4,-1,0,unknown,no
52,management,married,tertiary,no,7741,no,yes,cellular,21,nov,1071,2,0,0,unknown,yes
32,management,single,tertiary,no,-129,no,no,cellular,15,may,114,1,-1,0,unknown,no
33,unemployed,divorced,secondary,no,236,yes,no,unknown,25,may,173,2,-1,0,unknown,yes
53,management,married,tertiary,no,631,yes,yes,cellular,17,apr,73,7,259,1,failure,no
36,admin.,married,secondary,no,-59,yes,no,cellular,5,may,777,1,171,1,failure,yes
43,technician,married,secondary,no,35,yes,no,unknown,11,jul,113,4,-1,0,unknown,no
35,management,single,tertiary,no,2919,no,no,cellular,30,nov,86,4,-1,0,unknown,no
48,admin.,married,tertiary,no,83,yes,no,cellular,12,jul,172,2,0,0,unknown,no
27,services,married,secondary,no,900,no,yes,cellular,30,apr,1185,2,-1,0,unknown,yes
34,management,single,tertiary,no,478,yes,no,cellular,7,feb,40,4,-1,0,unknown,no
26,entrepreneur,single,secondary,no,426,yes,no,unknown,8,may,98,1,-1,0,unknown,no
44,blue-collar,married,primary,no,1728,yes,no,cellular,29,apr,393,2,181,2,failure,no
28,student,single,unknown,no,182,no,no,cellular,17,oct,17,1,183,1,failure,no
53,management,married,secondary,no,-23,no,no,cellular,18,aug,104,2,-1,0,unknown,no
39,management,married,tertiary,no,84,yes,no,cellular,21,nov,118,1,-1,0,unknown,no
32,admin.,single,secondary,no,44,yes,no,cellular,6,jan,254,1,240,1,other,no
58,management,married,tertiary,no,547,no,no,cellular,29,jan,30,5,189,5,failure,no
65,admin.,married,tertiary,no,601,no,no,cellular,20,dec,331,1,178,2,other,no
57,management,married,secondary,no,8817,no,no,cellular,31,aug,127,2,-1,0,unknown,no
23,technician,single,secondary,no,-32,yes,no,cellular,9,jul,224,2,-1,0,unknown,no
35,technician,married,secondary,no,12,no,yes,cellular,7,aug,139,4,-1,0,unknown,no
63,retired,married,primary,no,3836,no,no,telephone,28,mar,46,3,170,3,other,yes
60,retired,married,primary,no,3097,no,no,unknown,18,jun,502,2,-1,0,unknown,no
52,housemaid,single,secondary,no,5742,no,no,cellular,12,aug,125,8,-1,0,unknown,no
34,admin.,married,secondary,no,542,no,no,unknown,8,may,836,1,-1,0,unknown,yes
41,management,married,tertiary,no,1794,yes,no,unknown,20,may,112,1,-1,0,unknown,no
61,admin.,married,secondary,no,473,yes,yes,unknown,3,may,120,2,-1,0,unknown,no
37,admin.,married,secondary,no,186,yes,no,cellular,7,jan,407,3,-1,0,unknown,no
58,management,married,tertiary,no,91,no,yes,cellular,23,aug,359,14,-1,0,unknown,no
72,blue-collar,married,secondary,yes,3139,yes,no,unknown,15,jul,65,3,-1,0,unknown,no
69,blue-collar,married,secondary,no,1032,no,yes,telephone,29,feb,52,2,-1,0,unknown,no
39,admin.,single,secondary,no,166,yes,no,unknown,8,feb,124,1,-1,0,unknown,no
29,technician,divorced,secondary,no,155,yes,no,cellular,18,aug,614,3,-1,0,unknown,no
34,admin.,single,secondary,no,609,no,no,cellular,21,aug,81,2,-1,0,unknown,no
58,admin.,married,secondary,no,676,no,no,unknown,21,may,269,1,-1,0,unknown,no
30,admin.,single,secondary,no,279,yes,no,cellular,19,nov,184,1,181,2,failure,no
48,blue-collar,married,secondary,yes,184,yes,yes,unknown,27,jul,126,1,-1,0,unknown,no
28,unknown,single,unknown,no,198,no,no,cellular,8,aug,85,7,-1,0,unknown,no
34,student,single,unknown,no,829,yes,no,cellular,5,sep,75,3,185,2,failure,no
43,management,single,tertiary,no,498,no,no,cellular,11,apr,301,1,361,2,success,no
37,management,divorced,tertiary,no,-436,yes,yes,cellular,13,may,163,4,-1,0,unknown,no
45,admin.,married,secondary,no,4879,no,no,unknown,15,may,554,2,-1,0,unknown,no
30,blue-collar,single,secondary,yes,-557,yes,yes,unknown,27,may,121,3,-1,0,unknown,no
29,management,married,tertiary,no,2026,no,no,cellular,23,jan,747,1,92,4,success,yes
53,management,single,tertiary,no,80,no,no,cellular,30,nov,266,1,-1,0,unknown,no
32,blue-collar,married,primary,no,358,yes,no,unknown,21,may,418,5,-1,0,unknown,no
56,management,divorced,secondary,no,2377,no,yes,cellular,31,jan,173,1,186,5,success,yes
43,technician,single,secondary,no,3851,no,no,cellular,18,nov,662,1,-1,0,unknown,yes
33,admin.,divorced,secondary,no,1161,yes,no,cellular,28,jul,147,3,-1,0,unknown,no
34,technician,single,secondary,yes,-740,yes,no,cellular,14,may,166,2,-1,0,unknown,no
56,management,divorced,secondary,no,252,no,no,cellular,13,aug,283,2,177,3,success,yes
31,unemployed,single,tertiary,no,368,no,no,unknown,17,jun,18,1,-1,0,unknown,no
32,management,single,tertiary,no,1102,yes,no,cellular,28,aug,223,5,-1,0,unknown,no
34,services,single,secondary,no,1002,yes,no,cellular,8,may,97,2,276,2,success,yes
47,admin.,married,tertiary,no,-246,yes,yes,cellular,22,jul,243,2,-1,0,unknown,no
43,management,married,tertiary,no,947,yes,no,unknown,27,may,112,3,-1,0,unknown,no
51,housemaid,married,primary,no,490,no,no,telephone,15,aug,88,2,-1,0,unknown,no
45,technician,married,tertiary,no,-324,no,yes,cellular,24,jul,216,3,-1,0,unknown,no
33,blue-collar,married,primary,no,1005,yes,no,unknown,24,jun,163,5,393,0,other,no
60,retired,divorced,secondary,no,801,yes,no,unknown,4,jun,277,1,-1,0,unknown,no
49,management,married,tertiary,no,1786,no,no,cellular,21,aug,19,9,-1,0,unknown,no
53,blue-collar,single,secondary,no,4828,yes,no,cellular,22,nov,110,1,-1,0,unknown,no
48,admin.,married,tertiary,no,1983,yes,yes,cellular,24,may,446,4,-1,0,unknown,no
29,services,married,secondary,yes,-26,yes,no,cellular,21,jul,630,4,-1,0,unknown,no
43,admin.,married,secondary,no,1681,yes,no,cellular,20,apr,135,1,94,0,unknown,no
38,admin.,single,secondary,no,-224,yes,no,unknown,11,may,241,2,-1,0,unknown,no
35,admin.,single,secondary,no,1379,yes,no,cellular,31,nov,131,2,-1,0,unknown,no
29,technician,single,secondary,no,583,no,no,cellular,9,may,41,1,94,0,unknown,no
37,services,married,secondary,no,816,yes,yes,cellular,30,aug,139,3,-1,0,unknown,no
54,housemaid,married,tertiary,no,987,yes,no,cellular,26,jul,434,10,-1,0,unknown,no
27,management,single,tertiary,no,190,no,no,cellular,31,aug,110,4,-1,0,unknown,no
44,management,single,tertiary,no,170,yes,no,unknown,16,may,380,2,-1,0,unknown,yes
26,admin.,single,secondary,no,-67,yes,no,unknown,10,may,122,14,-1,0,unknown,no
54,technician,divorced,tertiary,no,170,no,no,cellular,30,aug,99,9,-1,0,unknown,no
42,self-employed,single,tertiary,no,67,yes,no,unknown,21,may,107,1,-1,0,unknown,no
52,admin.,married,secondary,yes,313,yes,no,cellular,28,may,89,10,-1,0,unknown,no
25,technician,married,secondary,no,169,no,no,cellular,31,jul,403,3,-1,0,unknown,no
56,admin.,married,primary,no,451,no,no,cellular,30,aug,127,4,-1,0,unknown,no
36,management,single,tertiary,no,168,no,no,cellular,23,nov,17,5,-1,0,unknown,no
42,technician,married,secondary,no,1500,yes,no,cellular,18,jul,118,2,-1,0,unknown,no
36,admin.,married,secondary,no,2777,no,no,unknown,21,aug,69,1,-1,0,unknown,no
34,housemaid,single,primary,no,-31,no,no,cellular,28,jun,117,1,-1,0,unknown,yes
35,services,single,secondary,no,697,yes,yes,cellular,10,may,166,5,250,2,success,no
35,management,married,secondary,no,1802,yes,no,cellular,20,jan,130,1,180,1,failure,no
29,management,single,tertiary,no,2882,no,no,cellular,6,feb,216,1,95,1,failure,no
48,blue-collar,divorced,secondary,no,772,yes,no,unknown,15,may,78,6,-1,0,unknown,no
45,management,divorced,tertiary,no,5414,no,no,unknown,4,jun,31,5,-1,0,unknown,no
29,blue-collar,single,secondary,no,122,yes,no,unknown,14,jun,245,1,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,1073,yes,yes,cellular,6,may,193,2,-1,0,unknown,no
37,admin.,married,secondary,no,1562,yes,no,unknown,6,may,213,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,4541,no,no,cellular,9,jan,382,2,-1,2,unknown,no
37,unknown,single,tertiary,no,541,no,no,unknown,4,jun,27,2,-1,0,unknown,no
31,admin.,single,secondary,no,-52,no,no,cellular,11,aug,127,2,181,2,success,no
51,management,married,secondary,no,174,yes,yes,cellular,8,jul,104,7,181,5,failure,no
30,admin.,married,secondary,no,933,yes,no,cellular,9,may,1383,1,-1,0,unknown,yes
79,housemaid,married,primary,no,2865,no,no,telephone,30,jan,49,1,-1,0,unknown,no
32,management,single,tertiary,no,-169,no,no,cellular,19,aug,121,2,-1,0,unknown,no
41,self-employed,married,tertiary,yes,2334,no,no,cellular,8,aug,140,3,-1,0,unknown,no
56,technician,married,secondary,no,1142,no,no,cellular,28,feb,100,3,276,2,failure,no
69,admin.,married,unknown,no,2740,no,no,cellular,12,jun,501,1,-1,0,unknown,yes
47,blue-collar,divorced,secondary,no,83,yes,yes,cellular,7,may,180,1,-1,0,unknown,no
48,management,single,tertiary,no,6111,no,no,cellular,21,aug,45,2,-1,0,unknown,no
29,management,single,tertiary,no,1413,no,no,cellular,14,apr,1012,2,90,9,success,yes
58,blue-collar,married,primary,no,1159,yes,no,cellular,19,jun,96,3,180,1,failure,no
